sourceNodeId,sourceAppId,targetNodeId,targetAppId,relationshipType,count,avgPercentIdentityStatSpots,weight
7693578,u824,9213724,539655,HAS_HOST_METADATA_LABEL,3,,1
7693578,u824,8967242,256318,HAS_HOST_METADATA_LABEL,34,,1
7693578,u824,10144185,1710357,HAS_HOST_METADATA_LABEL,3,,1
7693578,u824,10086417,1642954,HAS_HOST_METADATA_LABEL,64,,1
7693578,u824,9483367,939928,HAS_HOST_METADATA_LABEL,28,,1
7693578,u824,9101353,410658,HAS_HOST_METADATA_LABEL,66,,1
7693578,u824,9290552,655179,HAS_HOST_METADATA_LABEL,25,,1
7693578,u824,10003934,1549736,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10546030,2173186,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9296480,662107,HAS_HOST_METADATA_LABEL,10,,1
7693578,u824,9099298,408172,HAS_HOST_METADATA_LABEL,8,,1
7693578,u824,9425600,870726,HAS_HOST_METADATA_LABEL,21,,1
7693578,u824,9623192,1118232,HAS_HOST_METADATA_LABEL,4,,1
7693578,u824,10276870,1861841,HAS_HOST_METADATA_LABEL,4,,1
7693578,u824,9824311,1348798,HAS_HOST_METADATA_LABEL,6,,1
7693578,u824,9203827,527639,HAS_HOST_METADATA_LABEL,23,,1
7693578,u824,10310461,1898966,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10202394,1775950,HAS_HOST_METADATA_LABEL,3,,1
7693578,u824,9665277,1169740,HAS_HOST_METADATA_LABEL,5,,1
7693578,u824,9142333,456327,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10225180,1804158,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9344301,718289,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9813160,1335591,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10040228,1592332,HAS_HOST_METADATA_LABEL,7,,1
7693578,u824,8763623,9615,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9767452,1284368,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9046467,348688,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9355347,749906,HAS_HOST_METADATA_LABEL,11,,1
7693578,u824,10015863,1564682,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9779556,1297858,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9969519,1510822,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10109194,1670606,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9583339,1070528,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9815683,1338477,HAS_HOST_METADATA_LABEL,3,,1
7693578,u824,10134938,1699855,HAS_HOST_METADATA_LABEL,4,,1
7693578,u824,10965555,2651591,HAS_HOST_METADATA_LABEL,2,,1
7693578,u824,9723186,1235509,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,8763618,9606,HAS_HOST_METADATA_LABEL,6,,1
7693578,u824,9264309,611301,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9136180,449393,HAS_HOST_METADATA_LABEL,3,,1
7693578,u824,9344317,718308,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9186881,506600,HAS_HOST_METADATA_LABEL,2,,1
7693578,u824,8763905,9940,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10041261,1593443,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9588209,1076179,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,8758855,3702,HAS_HOST_METADATA_LABEL,5,,1
7693578,u824,9355348,749907,HAS_HOST_METADATA_LABEL,3,,1
7693578,u824,8776826,39946,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10142875,1708701,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9741988,1256227,HAS_HOST_METADATA_LABEL,2,,1
7693578,u824,9101354,410659,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10049833,1602388,HAS_HOST_METADATA_LABEL,2,,1
7693578,u824,9101355,410661,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10062175,1616037,HAS_HOST_METADATA_LABEL,2,,1
7693578,u824,9722628,1234904,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,8765803,12990,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9990151,1534596,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,8774843,37601,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9902992,1436733,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9330936,702656,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9139273,452919,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,8763894,9925,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10166745,1735669,HAS_HOST_METADATA_LABEL,3,,1
7693578,u824,9724184,1236744,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10214281,1792145,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,10237142,1817679,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,9186880,506599,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,8764020,10090,HAS_HOST_METADATA_LABEL,5,,1
7693578,u824,8763580,9555,HAS_HOST_METADATA_LABEL,3,,1
7693578,u824,11095666,2809082,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,8794921,60710,HAS_HOST_METADATA_LABEL,5,,1
7693578,u824,9818986,1342751,HAS_HOST_METADATA_LABEL,1,,1
7693578,u824,8756198,418,HAS_HOST_METADATA_LABEL,1,,1
